ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
065,Barrinha,,,R$ 19.852.923,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Barrinha,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 19.852.923* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
066,Barueri,,,R$ 237.162.702,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Barueri,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 237.162.702* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
067,Bastos,,,R$ 7.744.749,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bastos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.744.749* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
068,Batatais,,,R$ 13.158.618,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Batatais,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 13.158.618* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
069,Bauru,,,R$ 68.961.268,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bauru,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 68.961.268* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
070,Bebedouro,,,R$ 19.378.598,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bebedouro,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 19.378.598* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
071,Bento de Abreu,,,R$ 1.727.075,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bento de Abreu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.727.075* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
072,Bernardino de Campos,,,R$ 3.616.780,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bernardino de Campos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.616.780* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
073,Bertioga,,,R$ 24.169.841,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bertioga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 24.169.841* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
074,Bilac,,,R$ 2.515.784,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bilac,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.515.784* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
075,Birigui,,,R$ 35.439.404,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Birigui,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 35.439.404* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
076,Biritiba Mirim,,,R$ 11.734.789,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Biritiba Mirim,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 11.734.789* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
077,Boa Esperança do Sul,,,R$ 7.365.694,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Boa Esperança do Sul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.365.694* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
078,Bocaina,,,R$ 4.472.784,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bocaina,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.472.784* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
079,Bofete,,,R$ 5.929.872,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bofete,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.929.872* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
080,Boituva,,,R$ 34.161.653,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Boituva,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 34.161.653* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
081,bom jesus dos perdoes,,,R$ 9.190.719,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de bom jesus dos perdoes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 9.190.719* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
082,Bom Sucesso de Itararé,,,R$ 2.586.693,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bom Sucesso de Itararé,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.586.693* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
083,Borá,,,R$ 1.220.578,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Borá,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.220.578* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
084,Boracéia,,,R$ 2.526.861,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Boracéia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.526.861* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
085,Borborema,,,R$ 2.690.315,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Borborema,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.690.315* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
086,Borebi,,,R$ 1.707.214,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Borebi,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.707.214* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
087,Botucatu,,,R$ 38.191.144,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Botucatu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 38.191.144* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
088,Bragança Paulista,,,R$ 42.092.627,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Bragança Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 42.092.627* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
089,Braúna,,,R$ 1.980.083,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Braúna,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.980.083* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
090,Brejo Alegre,,,R$ 1.270.318,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Brejo Alegre,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.270.318* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
091,Brodowski,,,R$ 9.436.705,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Brodowski,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 9.436.705* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
092,Brotas,,,R$ 9.164.735,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Brotas,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 9.164.735* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
093,Buri,,,R$ 12.565.990,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Buri,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 12.565.990* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
094,Buritama,,,R$ 6.095.640,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Buritama,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.095.640* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
095,Buritizal,,,R$ 2.339.742,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Buritizal,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.339.742* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
096,Cabrália Paulista,,,R$ 2.192.717,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Cabrália Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.192.717* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
097,Cabreúva,,,R$ 25.237.295,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Cabreúva,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 25.237.295* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
